
34 Kritika_Sharma J&F Core Structural_Engineer 8.1 MME _SCIA-Engineer_STAAD-Pro 12.4 Female 0.0
35 Vipul_Patel MojoCare Data_Sci Product/Business_Analyst 9.4 MME _Python 13.1 Male 6.0
36 Neha_Verma Marquee_Semiconductors Semiconductors Designer/Verification_Engineer 8.6 ECE _XILINX_CADENCE_SYNOPSYS 13.7 Female 6.0
37 Rajesh_Kumar DRIEMS Teaching Faculty-Electronics_and_TeleCommunication-Skills 9.1 MME  10.5 Male 0.0
38 Kavita_Yadav MojoCare Business Product_Manager 7.5 MME __Software-in-Data-Analysis 12.5 Female 6.0
39 Mohit_Sharma PhableCare IT Associate_Software_Engineer 8.0 ME __C++_Python_Java 11.4 Male 0.0
40 Pooja_Singh MojoCare IT SDE_(Software_Development) 9.6 EE __Python_Django_ReactJS 14.7 Female 6.0
41 Rishabh_Gupta Byjus Education Student_Specialist 8.4 ME  9 Male 0.0
42 Sushant_Verma Rutkashi_Technologies_Pvt._Ltd. IT _Flutter_Developer 9.5 CSE _Flutter_ 14 Male 6.0
43 Priyanka_Singh Equbot_AI_India_Pvt._Ltd. Finance/IT Junior_Data_Scientist 7.9 EE _Python_TensorFlow 14.6 Female 7.0
44 Anand_Kumar Innoplexes Data_Sci Associate_Data_Engineer 8.3 CSE _Tensorflow_Python 13 Male 6.0
45 Ritu_Sharma Career_Launcher Education Teaching 9.0 CE  11.5 Female 0.0
46 Prashant_Patel Amway_Global_Services IT Data_Scientist 7.6 EE _Python_TensorFlow 15 Male 6.0
47 Anjali_Gupta Indegene IT Software_Engineer 8.7 ME _C_C++_Python-in-linux 13.6 Female 6.0
48 Mohit_Sharma Innoplexes IT Software_Engineer 9.2 MME _C_C++_Python-in-linux 13.2 Male 6.0
49 Akanksha_Singh Silicon_Labs Semiconductors Associate_Design_Engineer 8.1 CE _C_C++_Python 11.5 Female 6.0
50 Saurabh_Kumar In2IT Consulting/IT Business_Analyst_Trainee 9.3 CSE __HTML_JavaScript_CSS 17.5 Male 6.0
51 Neha_Verma BSCPL Core Management_Trainee 7.8 ME  9.3 Female 0.0
52 Vivek_Sharma Knowdis Data_Sci Data_Scientist 8.5 MME _Flask__Tensorflow_Python 12.2 Male 6.0
53 Simran_Yadav Deolitte IT Analyst 8.8 ECE _Python_TensorFlow 32 Male 6.0
54 Arjun_Patel J&F Core BIM_Engineer/Detailer 9.4 ME _AutoCAD_Revi_TEKLA 13 Male 0.0
55 Priya_Sharma J&F Core Structural_Engineer 7.7 ECE _SCIA-Engineer_STAAD-Pro 11.2 Female 0.0
56 Ramesh_Singh MojoCare Data_Sci Product/Business_Analyst 8.2 ME _Python 13 Male 6.0
57 Kavita_Patel Marquee_Semiconductors Semiconductors Designer/Verification_Engineer 9.1 ECE _XILINX_CADENCE_SYNOPSYS 15.7 Female 6.0
58 Alok_Kumar DRIEMS Teaching Faculty-Electronics_and_TeleCommunication-Skills 7.5 MME  10.7 Male 0.0
59 Manisha_Verma MojoCare Business Product_Manager 9.5 CSE _Software-in-Data-Analysis 16.2 Female 6.0
60 Amit_Singh PhableCare IT Associate_Software_Engineer 8.6 ECE _C++_Python_Java 14.6 Male 0.0
61 Nisha_Yadav MojoCare IT SDE_(Software_Development) 8.9 ME _Python_Django_ReactJS 11.9 Female 6.0
62 Nikhil_Sharma Rutkashi_Technologies_Pvt._Ltd. IT _Flutter_Developer 9.6 EE _Flutter_ 13.5 Male 4.0
63 Kavita_Patel Equbot_AI_India_Pvt._Ltd. Finance/IT Junior_Data_Scientist 8.0 EE _Python_TensorFlow 13 Female 6.0
64 Rajat_Singh Innoplexes Data_Sci Associate_Data_Engineer 9.3 CE _Tensorflow_Python 14.5 Male 4.0
65 Ritu_Sharma Career_Launcher Education Teaching 7.6 CSE  10.7 Female 0.0
66 Sameer_Kumar Amway_Global_Services IT Data_Scientist 8.1 ME _Python_TensorFlow 13 Male 6.0
67 Anjali_Gupta Indegene IT Software_Engineer 8.4 ECE _C_C++_Python-in-linux 13.7 Female 5.0
68 Pooja_Sharma Innoplexes IT Software_Engineer 9.2 ECE _C_C++_Python-in-linux 15.2 Female 4.0
69 Prashant_Patel Silicon_Labs Semiconductors Associate_Design_Engineer 7.7 MME _C_C++_Python 11.3 Male 6.0
70 Priyanka_Singh In2IT Consulting/IT Business_Analyst_Trainee 9.0 EE _HTML_JavaScript_CSS 19.7 Female 6.0
71 Alok_Kumar BSCPL Core Management_Trainee 7.9 EE  10.8 Male 0.0
72 Saurabh_Sharma Knowdis Data_Sci Data_Scientist 8.7 EE _Flask__Tensorflow_Python 16.7 Male 6.0
73 Manisha_Verma Deolitte IT Analyst 8.3 ECE _Python_TensorFlow 21 Female 6.0
74 Priya_Patel J&F Core BIM_Engineer/Detailer 9.1 MME _AutoCAD_Revi_TEKLA 11 Female 2.0
75 Ramesh_Singh J&F Core Structural_Engineer 7.5 ME _SCIA-Engineer_STAAD-Pro 10 Male 3.0
76 Simran_Yadav MojoCare Data_Sci Product/Business_Analyst 8.2 MME _Python 11.8 Female 6.0
77 Ankit_Kumar Marquee_Semiconductors Semiconductors Designer/Verification_Engineer 9.4 ME _XILINX_CADENCE_SYNOPSYS 14.3 Male 6.0
78 Sushant_Verma DRIEMS Teaching Faculty-Electronics_and_TeleCommunication-Skills 8.8 ECE  10.2 Male 0.0
79 Nandini_Verma MojoCare Business Product_Manager 8.6 EE _Software-in-Data-Analysis 13.5 Female 6.0
80 Amit_Singh PhableCare IT Associate_Software_Engineer 8.9 CSE _C++_Python_Java 13.4 Male 2.0
81 Neha_Yadav MojoCare IT SDE_(Software_Development) 9.5 ME _Python_Django_ReactJS 13.6 Female 6.0
82 Alok_Verma Rutkashi_Technologies_Pvt._Ltd. IT _Flutter_Developer 7.8 CE _Flutter_ 11.9 Male 6.0
83 Pooja_Patel Equbot_AI_India_Pvt._Ltd. Finance/IT Junior_Data_Scientist 8.5 CSE _Python_TensorFlow 22 Female 6.0
84 Rakesh_Kumar Innoplexes Data_Sci Associate_Data_Engineer 8.2 CE _Tensorflow_Python 12.8 Male 6.0
85 Simran_Singh Career_Launcher Education Teaching 9.1 EE  10 Female 0.0
86 Rajat_Sharma Amway_Global_Services IT Data_Scientist 7.7 ECE _Python_TensorFlow 19 Male 6.0
87 Priyanka_Verma Indegene IT Software_Engineer 9.3 CE _C_C++_Python-in-linux 13.2 Female 6.0
88 Mohit_Patel Innoplexes IT Software_Engineer 7.6 MME _C_C++_Python-in-linux 10.7 Male 6.0
89 Nisha_Yadav Silicon_Labs Semiconductors Associate_Design_Engineer 8.4 ECE _C_C++_Python 14.5 Female 6.0
90 Ravi_Verma In2IT Consulting/IT Business_Analyst_Trainee 9.6 CE _HTML_JavaScript_CSS 12.5 Male 6.0
91 Aisha_Sharma BSCPL Core Management_Trainee 7.5 ECE  10.5 Female 0.0
92 Ankit_Kumar Knowdis Data_Sci Data_Scientist 9.2 MME _Flask__Tensorflow_Python 13.7 Male 6.0
93 Priya_Gupta Deolitte IT Analyst 7.9 CE _Python_TensorFlow 11.3 Female 6.0
94 Suresh_Singh J&F Core BIM_Engineer/Detailer 8.0 ME _AutoCAD_Revi_TEKLA 11.2 Male 4.0
95 Aarti_Verma J&F Core Structural_Engineer 8.7 CSE _SCIA-Engineer_STAAD-Pro 11.1 Female 3.0
96 Mohit_Kumar MojoCare Data_Sci Product/Business_Analyst 8.3 MME _Python 13 Male 6.0
97 Ravi_Patel Marquee_Semiconductors Semiconductors Designer/Verification_Engineer 8.1 CE _XILINX_CADENCE_SYNOPSYS 11 Female 6.0
98 Sanya_Verma DRIEMS Teaching Faculty-Electronics_and_TeleCommunication-Skills 9.0 CE  10.8 Male 0.0
99 Kavita_Patel MojoCare Business Product_Manager 9.4 CSE _Software-in-Data-Analysis 18 Female 6.0
100 Rohit_Kumar PhableCare IT Associate_Software_Engineer 7.8 MME _C++_Python_Java 12.4 Male 2.0
101 Karan_Singh MojoCare IT SDE_(Software_Development) 8.5 CSE _Python_Django_ReactJS 16 Female 6.0
102 Aman_Kumar Rutkashi_Technologies_Pvt._Ltd. IT _Flutter_Developer 8.9 CE _Flutter_ 12.8 Male 6.0
103 Neha_Sharma Equbot_AI_India_Pvt._Ltd. Finance/IT Junior_Data_Scientist 7.7 ECE _Python_TensorFlow 15 Female 6.0
104 Priyanka_Verma Innoplexes Data_Sci Associate_Data_Engineer 8.2 EE _Tensorflow_Python 13.6 Female 6.0
105 Rajat_Kumar Career_Launcher Education Teaching 9.3 CE  10 Male 0.0
106 Simran_Verma Amway_Global_Services IT Data_Scientist 9.1 ECE _Python_TensorFlow 38 Male 6.0
107 Alok_Sharma Indegene IT Software_Engineer 7.6 ECE _C_C++_Python-in-linux 11.9 Male 6.0
108 Pooja_Patel Innoplexes IT Software_Engineer 8.4 EE _C_C++_Python-in-linux 12.4 Female 6.0
109 Suresh_Kumar Silicon_Labs Semiconductors Associate_Design_Engineer 8.8 CE _C_C++_Python 14.1 Male 6.0
110 Nisha_Singh In2IT Consulting/IT Business_Analyst_Trainee 9.2 CSE _HTML_JavaScript_CSS 14.6 Female 6.0
111 Amit_Verma BSCPL Core Management_Trainee 7.5 CE  8.5 Male 0.0
112 Karan_Patel Knowdis Data_Sci Data_Scientist 8.6 MME _Flask__Tensorflow_Python 13.4 Male 6.0
113 Ritu_Yadav Deolitte IT Analyst 9.5 CSE _Python_TensorFlow 19.1 Female 6.0
114 Ravi_Sharma J&F Core BIM_Engineer/Detailer 8.3 MME _AutoCAD_Revi_TEKLA 11 Male 4.0
115 Priyanka_Patel J&F Core Structural_Engineer 9.6 ME _SCIA-Engineer_STAAD-Pro 13.3 Female 3.0
116 Mohit_Kumar MojoCare Data_Sci Product/Business_Analyst 7.9 EE _Python 16.1 Male 6.0
117 Aisha_Sharma Marquee_Semiconductors Semiconductors Designer/Verification_Engineer 8.0 ECE _XILINX_CADENCE_SYNOPSYS 13.6 Female 6.0
118 Sameer_Patel DRIEMS Teaching Faculty-Electronics_and_TeleCommunication-Skills 8.7 CSE  16.9 Male 0.0
119 Aarti_Verma MojoCare Business Product_Manager 9.1 MME _Software-in-Data-Analysis 14.1 Female 6.0
120 Ravi_Kumar PhableCare IT Associate_Software_Engineer 7.8 ECE _C++_Python_Java 12.3 Male 2.0
121 Suresh_Singh MojoCare IT SDE_(Software_Development) 9.4 ME _Python_Django_ReactJS 12.8 Female 6.0
122 Deepak_Verma Rutkashi_Technologies_Pvt._Ltd. IT _Flutter_Developer 7.7 CSE _Flutter_ 10 Male 6.0
123 Anjali_Sharma Equbot_AI_India_Pvt._Ltd. Finance/IT Junior_Data_Scientist 8.5 CE _Python_TensorFlow 12.6 Female 6.0
124 Mohit_Kumar Innoplexes Data_Sci Associate_Data_Engineer 8.2 EE _Tensorflow_Python 24.9 Male 6.0
125 Ritu_Verma Career_Launcher Education Teaching 9.3 EE  10 Female 0.0
126 Priyanka_Yadav Amway_Global_Services IT Data_Scientist 7.6 ECE _Python_TensorFlow 20 Male 6.0
127 Sameer_Kumar Indegene IT Software_Engineer 8.1 CSE _C_C++_Python-in-linux 11.6 Male 6.0
128 Rakesh_Sharma Innoplexes IT Software_Engineer 9.0 ECE _C_C++_Python-in-linux 14.2 Male 6.0
129 Nisha_Patel Silicon_Labs Semiconductors Associate_Design_Engineer 7.5 CE _C_C++_Python 8.3 Female 6.0
130 Alok_Yadav In2IT Consulting/IT Business_Analyst_Trainee 8.4 MME _HTML_JavaScript_CSS 13.6 Male 6.0
131 Priya_Sharma BSCPL Core Management_Trainee 9.2 EE  11.4 Female 0.0
132 Mohit_Verma Knowdis Data_Sci Data_Scientist 8.6 EE _Flask__Tensorflow_Python 19.3 Male 6.0
133 Aarti_Sharma Deolitte IT Analyst 9.5 EE _Python_TensorFlow 13.1 Female 6.0
134 Suresh_Verma J&F Core BIM_Engineer/Detailer 8.8 CE _AutoCAD_Revi_TEKLA 11.2 Male 4.0
135 Neha_Yadav J&F Core Structural_Engineer 9.6 ECE _SCIA-Engineer_STAAD-Pro 11.3 Female 3.0
136 Ravi_Kumar MojoCare Data_Sci Product/Business_Analyst 7.9 ME _Python 13.1 Male 6.0
137 Priyanka_Patel Silicon_Lab Semiconductors Designer/Verification_Engineer 8.3 ME _XILINX_CADENCE_SYNOPSYS 13.6 Female 6.0
138 Simran_Verma DRIEMS Teaching Faculty-Electronics_and_TeleCommunication-Skills 7.7 EE  10.9 Male 0.0
139 Aman_Sharma MojoCare Business Product_Manager 9.1 EE _Software-in-Data-Analysis 14.1 Female 6.0
140 Kavita_Patel PhableCare IT Associate_Software_Engineer 8.2 EE _C++_Python_Java 12.3 Male 2.0
141 Ritu_Yadav MojoCare IT SDE_(Software_Development) 8.5 CE _Python_Django_ReactJS 10 Female 6.0
